Temperature (K),Mass,Luminosity(L/Lo),Radius(R/Ro),Absolute magnitude(Mv),Star type,Star color,Spectral Class,,name
,,,,,,,,,Kepler-153 b
,,,,,,,,,Kepler-153 c
,,,,,,,,,Kepler-1540 b
,,,,,,,,,Kepler-1541 b
,,,,,,,,,Kepler-1542 b
,,,,,,,,,Kepler-1542 c
,,,,,,,,,Kepler-1542 d
,,,,,,,,,Kepler-1542 e
,,,,,,,,,Kepler-1543 b
,,,,,,,,,Kepler-1544 b
,,,,,,,,,Kepler-1545 b
,,,,,,,,,Kepler-1546 b
,,,,,,,,,Kepler-1547 b
,,,,,,,,,Kepler-1548 b
,,,,,,,,,Kepler-1549 b
,,,,,,,,,Kepler-154 b
,,,,,,,,,Kepler-154 c
,,,,,,,,,Kepler-154 d
,,,,,,,,,Kepler-154 e
,,,,,,,,,Kepler-154 f
,,,,,,,,,Kepler-1550 b
,,,,,,,,,Kepler-1551 b
,,,,,,,,,Kepler-1552 b
,,,,,,,,,Kepler-1553 b
,,,,,,,,,Kepler-1554 b
,,,,,,,,,Kepler-1555 b
,,,,,,,,,Kepler-1556 b
,,,,,,,,,Kepler-1557 b
,,,,,,,,,Kepler-1558 b
,,,,,,,,,Kepler-1559 b
,,,,,,,,,Kepler-155 b
,,,,,,,,,Kepler-155 c
,,,,,,,,,Kepler-1560 b
,,,,,,,,,Kepler-1561 b
,,,,,,,,,Kepler-1562 b
,,,,,,,,,Kepler-1563 b
,,,,,,,,,Kepler-1564 b
,,,,,,,,,Kepler-1565 b
,,,,,,,,,Kepler-1566 b
,,,,,,,,,Kepler-1567 b
,,,,,,,,,Kepler-1568 b
,,,,,,,,,Kepler-1569 b
,,,,,,,,,Kepler-156 b
,,,,,,,,,Kepler-156 c
,,,,,,,,,Kepler-1570 b
,,,,,,,,,Kepler-1571 b
,,,,,,,,,Kepler-1572 b
,,,,,,,,,Kepler-1573 b
,,,,,,,,,Kepler-1574 b
,,,,,,,,,Kepler-1575 b
,,,,,,,,,Kepler-1576 b
,,,,,,,,,Kepler-1577 b
,,,,,,,,,Kepler-1578 b
,,,,,,,,,Kepler-1579 b
,,,,,,,,,Kepler-157 b
,,,,,,,,,Kepler-157 c
,,,,,,,,,Kepler-157 d
,,,,,,,,,Kepler-1580 b
,,,,,,,,,Kepler-1581 b
,,,,,,,,,Kepler-1582 b
,,,,,,,,,Kepler-1583 b
,,,,,,,,,Kepler-1584 b
,,,,,,,,,Kepler-1585 b
,,,,,,,,,Kepler-1586 b
,,,,,,,,,Kepler-1587 b
,,,,,,,,,Kepler-1588 b
,,,,,,,,,Kepler-1589 b
,,,,,,,,,Kepler-158 b
,,,,,,,,,Kepler-158 c
,,,,,,,,,Kepler-1590 b
,,,,,,,,,Kepler-1591 b
,,,,,,,,,Kepler-1592 b
,,,,,,,,,Kepler-1593 b
,,,,,,,,,Kepler-1594 b
,,,,,,,,,Kepler-1595 b
,,,,,,,,,Kepler-1596 b
,,,,,,,,,Kepler-1597 b
,,,,,,,,,Kepler-1598 b
,,,,,,,,,Kepler-1599 b
,,,,,,,,,Kepler-159 b
,,,,,,,,,Kepler-159 c
,,,,,,,,,Kepler-15 b
,,,,,,,,,Kepler-1600 b
,,,,,,,,,Kepler-1601 b
,,,,,,,,,Kepler-1602 b
,,,,,,,,,Kepler-1603 b
,,,,,,,,,Kepler-1604 b
,,,,,,,,,Kepler-1605 b
,,,,,,,,,Kepler-1606 b
,,,,,,,,,Kepler-1607 b
,,,,,,,,,Kepler-1608 b
,,,,,,,,,Kepler-1609 b
,,,,,,,,,Kepler-160 b
,,,,,,,,,Kepler-160 c
,,,,,,,,,Kepler-160 d
,,,,,,,,,Kepler-1610 b
,,,,,,,,,Kepler-1611 b
,,,,,,,,,Kepler-1612 b
,,,,,,,,,Kepler-1613 b
,,,,,,,,,Kepler-1614 b
,,,,,,,,,Kepler-1615 b
,,,,,,,,,Kepler-1616 b
,,,,,,,,,Kepler-1617 b
,,,,,,,,,Kepler-1618 b
,,,,,,,,,Kepler-1619 b
,,,,,,,,,Kepler-161 b
,,,,,,,,,Kepler-161 c
,,,,,,,,,Kepler-1620 b
,,,,,,,,,Kepler-1621 b
,,,,,,,,,Kepler-1622 b
,,,,,,,,,Kepler-1623 b
,,,,,,,,,Kepler-1624 b
,,,,,,,,,Kepler-1625 b
,,,,,,,,,Kepler-1626 b
,,,,,,,,,Kepler-1627 b
,,,,,,,,,Kepler-1628 b
,,,,,,,,,Kepler-1629 b
,,,,,,,,,Kepler-162 b
,,,,,,,,,Kepler-162 c
,,,,,,,,,Kepler-1630 b
,,,,,,,,,Kepler-1631 b
,,,,,,,,,Kepler-1632 b
,,,,,,,,,Kepler-1633 b
,,,,,,,,,Kepler-1634 b
,,,,,,,,,Kepler-1635 b
,,,,,,,,,Kepler-1636 b
,,,,,,,,,Kepler-1637 b
,,,,,,,,,Kepler-1638 b
,,,,,,,,,Kepler-1639 b
,,,,,,,,,Kepler-163 b
,,,,,,,,,Kepler-163 c
,,,,,,,,,Kepler-1640 b
,,,,,,,,,Kepler-1641 b
,,,,,,,,,Kepler-1641 c
,,,,,,,,,Kepler-1642 b
,,,,,,,,,Kepler-1642 c
,,,,,,,,,Kepler-1643 b
,,,,,,,,,Kepler-1644 b
,,,,,,,,,Kepler-1645 b
,,,,,,,,,Kepler-1646 b
,,,,,,,,,Kepler-1647 b
,,,,,,,,,Kepler-1649 b
,,,,,,,,,Kepler-1649 c
,,,,,,,,,Kepler-164 b
,,,,,,,,,Kepler-164 c
,,,,,,,,,Kepler-164 d
,,,,,,,,,Kepler-1650 b
,,,,,,,,,Kepler-1651 b
,,,,,,,,,Kepler-1652 b
,,,,,,,,,Kepler-1653 b
,,,,,,,,,Kepler-1654 b
,,,,,,,,,Kepler-1655 b
,,,,,,,,,Kepler-1656 b
,,,,,,,,,Kepler-1658 b
,,,,,,,,,Kepler-165 b
,,,,,,,,,Kepler-165 c
,,,,,,,,,Kepler-1661 b
,,,,,,,,,Kepler-1663 b
,,,,,,,,,Kepler-1664 b
,,,,,,,,,Kepler-1665 b
,,,,,,,,,Kepler-1666 b
,,,,,,,,,Kepler-1666 c
,,,,,,,,,Kepler-1667 b
,,,,,,,,,Kepler-1668 b
,,,,,,,,,Kepler-1669 b
,,,,,,,,,Kepler-166 b
,,,,,,,,,Kepler-166 c
,,,,,,,,,Kepler-166 d
,,,,,,,,,Kepler-1670 b
,,,,,,,,,Kepler-1671 b
,,,,,,,,,Kepler-1672 b
,,,,,,,,,Kepler-1673 b
,,,,,,,,,Kepler-1674 b
,,,,,,,,,Kepler-1675 b
,,,,,,,,,Kepler-1676 b
,,,,,,,,,Kepler-1677 b
,,,,,,,,,Kepler-1678 b
,,,,,,,,,Kepler-1679 b
,,,,,,,,,Kepler-167 b
,,,,,,,,,Kepler-167 c
,,,,,,,,,Kepler-167 d
,,,,,,,,,Kepler-167 e
,,,,,,,,,Kepler-1680 b
,,,,,,,,,Kepler-1681 b
,,,,,,,,,Kepler-1682 b
,,,,,,,,,Kepler-1683 b
,,,,,,,,,Kepler-1684 b
,,,,,,,,,Kepler-1685 b
,,,,,,,,,Kepler-1686 b
,,,,,,,,,Kepler-1687 b
,,,,,,,,,Kepler-1688 b
,,,,,,,,,Kepler-1689 b
,,,,,,,,,Kepler-168 b
,,,,,,,,,Kepler-168 c
,,,,,,,,,Kepler-1690 b
,,,,,,,,,Kepler-1691 b
,,,,,,,,,Kepler-1692 b
,,,,,,,,,Kepler-1693 b
,,,,,,,,,Kepler-1694 b
,,,,,,,,,Kepler-1695 b
,,,,,,,,,Kepler-1696 b
,,,,,,,,,Kepler-1697 b
,,,,,,,,,Kepler-1698 b
,,,,,,,,,Kepler-1699 b
,,,,,,,,,Kepler-169 b
,,,,,,,,,Kepler-169 c
,,,,,,,,,Kepler-169 d
,,,,,,,,,Kepler-169 e
,,,,,,,,,Kepler-169 f
,,,,,,,,,Kepler-16 b
,,,,,,,,,Kepler-1700 b
,,,,,,,,,Kepler-1701 b
,,,,,,,,,Kepler-1702 b
,,,,,,,,,Kepler-170 b
,,,,,,,,,Kepler-170 c
,,,,,,,,,Kepler-171 b
,,,,,,,,,Kepler-171 c
,,,,,,,,,Kepler-171 d
,,,,,,,,,Kepler-172 b
,,,,,,,,,Kepler-172 c
,,,,,,,,,Kepler-172 d
,,,,,,,,,Kepler-172 e
,,,,,,,,,Kepler-173 b
,,,,,,,,,Kepler-173 c
,,,,,,,,,Kepler-174 b
,,,,,,,,,Kepler-174 c
,,,,,,,,,Kepler-174 d
,,,,,,,,,Kepler-175 b
,,,,,,,,,Kepler-175 c
,,,,,,,,,Kepler-176 b
,,,,,,,,,Kepler-176 c
,,,,,,,,,Kepler-176 d
,,,,,,,,,Kepler-176 e
,,,,,,,,,Kepler-177 b
,,,,,,,,,Kepler-177 c
,,,,,,,,,Kepler-178 b
,,,,,,,,,Kepler-178 c
,,,,,,,,,Kepler-178 d
,,,,,,,,,Kepler-179 b
,,,,,,,,,Kepler-179 c
,,,,,,,,,Kepler-17 b
,,,,,,,,,Kepler-180 b
,,,,,,,,,Kepler-180 c
,,,,,,,,,Kepler-181 b
,,,,,,,,,Kepler-181 c
,,,,,,,,,Kepler-182 b
,,,,,,,,,Kepler-182 c
,,,,,,,,,Kepler-183 b
,,,,,,,,,Kepler-183 c
,,,,,,,,,Kepler-184 b
,,,,,,,,,Kepler-184 c
,,,,,,,,,Kepler-184 d
,,,,,,,,,Kepler-185 b
,,,,,,,,,Kepler-185 c
,,,,,,,,,Kepler-186 b
,,,,,,,,,Kepler-186 c
,,,,,,,,,Kepler-186 d
,,,,,,,,,Kepler-186 e
,,,,,,,,,Kepler-186 f
,,,,,,,,,Kepler-187 b
,,,,,,,,,Kepler-187 c
,,,,,,,,,Kepler-188 b
,,,,,,,,,Kepler-188 c
,,,,,,,,,Kepler-189 b
,,,,,,,,,Kepler-189 c
,,,,,,,,,Kepler-18 b
,,,,,,,,,Kepler-18 c
,,,,,,,,,Kepler-18 d
,,,,,,,,,Kepler-190 b
,,,,,,,,,Kepler-190 c
,,,,,,,,,Kepler-191 b
,,,,,,,,,Kepler-191 c
,,,,,,,,,Kepler-191 d
,,,,,,,,,Kepler-192 b
,,,,,,,,,Kepler-192 c
,,,,,,,,,Kepler-192 d
,,,,,,,,,Kepler-193 b
,,,,,,,,,Kepler-193 c
,,,,,,,,,Kepler-194 b
,,,,,,,,,Kepler-194 c
,,,,,,,,,Kepler-194 d
,,,,,,,,,Kepler-195 b
,,,,,,,,,Kepler-195 c
,,,,,,,,,Kepler-196 b
,,,,,,,,,Kepler-196 c
,,,,,,,,,Kepler-197 b
,,,,,,,,,Kepler-197 c
,,,,,,,,,Kepler-197 d
,,,,,,,,,Kepler-197 e
,,,,,,,,,Kepler-198 b
,,,,,,,,,Kepler-198 c
,,,,,,,,,Kepler-198 d
,,,,,,,,,Kepler-199 b
,,,,,,,,,Kepler-199 c
,,,,,,,,,Kepler-19 b
,,,,,,,,,Kepler-19 c
,,,,,,,,,Kepler-19 d
,,,,,,,,,Kepler-200 b
,,,,,,,,,Kepler-200 c
,,,,,,,,,Kepler-201 b
,,,,,,,,,Kepler-201 c
,,,,,,,,,Kepler-202 b
,,,,,,,,,Kepler-202 c
,,,,,,,,,Kepler-203 b
,,,,,,,,,Kepler-203 c
,,,,,,,,,Kepler-203 d
,,,,,,,,,Kepler-204 b
,,,,,,,,,Kepler-204 c
,,,,,,,,,Kepler-205 b
,,,,,,,,,Kepler-205 c
,,,,,,,,,Kepler-206 b
,,,,,,,,,Kepler-206 c
,,,,,,,,,Kepler-206 d
,,,,,,,,,Kepler-207 b
,,,,,,,,,Kepler-207 c
,,,,,,,,,Kepler-207 d
,,,,,,,,,Kepler-208 b
,,,,,,,,,Kepler-208 c
,,,,,,,,,Kepler-208 d
,,,,,,,,,Kepler-208 e
,,,,,,,,,Kepler-209 b
,,,,,,,,,Kepler-209 c
,,,,,,,,,Kepler-20 b
,,,,,,,,,Kepler-20 c
,,,,,,,,,Kepler-20 d
,,,,,,,,,Kepler-20 e
,,,,,,,,,Kepler-20 f
,,,,,,,,,Kepler-20 g
,,,,,,,,,Kepler-210 b
,,,,,,,,,Kepler-210 c
,,,,,,,,,Kepler-211 b
,,,,,,,,,Kepler-211 c
,,,,,,,,,Kepler-212 b
,,,,,,,,,Kepler-212 c
,,,,,,,,,Kepler-213 b
,,,,,,,,,Kepler-213 c
,,,,,,,,,Kepler-214 b
,,,,,,,,,Kepler-214 c
,,,,,,,,,Kepler-215 b
,,,,,,,,,Kepler-215 c
,,,,,,,,,Kepler-215 d
,,,,,,,,,Kepler-215 e
,,,,,,,,,Kepler-216 b
,,,,,,,,,Kepler-216 c
,,,,,,,,,Kepler-217 b
,,,,,,,,,Kepler-217 c
,,,,,,,,,Kepler-217 d
,,,,,,,,,Kepler-218 b
,,,,,,,,,Kepler-218 c
,,,,,,,,,Kepler-218 d
,,,,,,,,,Kepler-219 b
,,,,,,,,,Kepler-219 c
,,,,,,,,,Kepler-219 d
,,,,,,,,,Kepler-21 b
,,,,,,,,,Kepler-220 b
,,,,,,,,,Kepler-220 c
,,,,,,,,,Kepler-220 d
,,,,,,,,,Kepler-220 e
,,,,,,,,,Kepler-221 b
,,,,,,,,,Kepler-221 c
,,,,,,,,,Kepler-221 d
,,,,,,,,,Kepler-221 e
,,,,,,,,,Kepler-222 b
,,,,,,,,,Kepler-222 c
,,,,,,,,,Kepler-222 d
,,,,,,,,,Kepler-223 b
,,,,,,,,,Kepler-223 c
,,,,,,,,,Kepler-223 d
,,,,,,,,,Kepler-223 e
,,,,,,,,,Kepler-224 b
,,,,,,,,,Kepler-224 c
,,,,,,,,,Kepler-224 d
,,,,,,,,,Kepler-224 e
,,,,,,,,,Kepler-225 b
,,,,,,,,,Kepler-225 c
,,,,,,,,,Kepler-226 b
,,,,,,,,,Kepler-226 c
,,,,,,,,,Kepler-226 d
,,,,,,,,,Kepler-227 b
,,,,,,,,,Kepler-227 c
,,,,,,,,,Kepler-228 b
,,,,,,,,,Kepler-228 c
,,,,,,,,,Kepler-228 d
,,,,,,,,,Kepler-229 b
,,,,,,,,,Kepler-229 c
,,,,,,,,,Kepler-229 d
,,,,,,,,,Kepler-22 b
,,,,,,,,,Kepler-230 b
,,,,,,,,,Kepler-230 c
,,,,,,,,,Kepler-231 b
,,,,,,,,,Kepler-231 c
,,,,,,,,,Kepler-232 b
,,,,,,,,,Kepler-232 c
,,,,,,,,,Kepler-233 b
,,,,,,,,,Kepler-233 c
,,,,,,,,,Kepler-234 b
,,,,,,,,,Kepler-234 c
,,,,,,,,,Kepler-235 b
,,,,,,,,,Kepler-235 c
,,,,,,,,,Kepler-235 d
,,,,,,,,,Kepler-235 e
,,,,,,,,,Kepler-236 b
,,,,,,,,,Kepler-236 c
,,,,,,,,,Kepler-237 b
,,,,,,,,,Kepler-237 c
,,,,,,,,,Kepler-238 b
,,,,,,,,,Kepler-238 c
,,,,,,,,,Kepler-238 d
,,,,,,,,,Kepler-238 e
,,,,,,,,,Kepler-238 f
,,,,,,,,,Kepler-239 b
,,,,,,,,,Kepler-239 c
,,,,,,,,,Kepler-23 b
,,,,,,,,,Kepler-23 c
,,,,,,,,,Kepler-23 d
,,,,,,,,,Kepler-240 b
,,,,,,,,,Kepler-240 c
,,,,,,,,,Kepler-241 b
,,,,,,,,,Kepler-241 c
,,,,,,,,,Kepler-242 b
,,,,,,,,,Kepler-242 c
,,,,,,,,,Kepler-243 b
,,,,,,,,,Kepler-243 c
,,,,,,,,,Kepler-244 b
,,,,,,,,,Kepler-244 c
,,,,,,,,,Kepler-244 d
,,,,,,,,,Kepler-245 b
,,,,,,,,,Kepler-245 c
,,,,,,,,,Kepler-245 d
,,,,,,,,,Kepler-245 e
,,,,,,,,,Kepler-246 b
,,,,,,,,,Kepler-246 c
,,,,,,,,,Kepler-247 b
,,,,,,,,,Kepler-247 c
,,,,,,,,,Kepler-247 d
,,,,,,,,,Kepler-248 b
,,,,,,,,,Kepler-248 c
,,,,,,,,,Kepler-249 b
,,,,,,,,,Kepler-249 c
,,,,,,,,,Kepler-249 d
,,,,,,,,,Kepler-24 b
,,,,,,,,,Kepler-24 c
,,,,,,,,,Kepler-24 d
,,,,,,,,,Kepler-24 e
,,,,,,,,,Kepler-250 b
,,,,,,,,,Kepler-250 c
,,,,,,,,,Kepler-250 d
,,,,,,,,,Kepler-251 b
,,,,,,,,,Kepler-251 c
,,,,,,,,,Kepler-251 d
,,,,,,,,,Kepler-251 e
,,,,,,,,,Kepler-252 b
,,,,,,,,,Kepler-252 c
,,,,,,,,,Kepler-253 b
,,,,,,,,,Kepler-253 c
,,,,,,,,,Kepler-253 d
,,,,,,,,,Kepler-254 b
,,,,,,,,,Kepler-254 c
,,,,,,,,,Kepler-254 d
,,,,,,,,,Kepler-255 b
,,,,,,,,,Kepler-255 c
,,,,,,,,,Kepler-255 d
,,,,,,,,,Kepler-256 b
,,,,,,,,,Kepler-256 c
,,,,,,,,,Kepler-256 d
,,,,,,,,,Kepler-256 e
,,,,,,,,,Kepler-257 b
,,,,,,,,,Kepler-257 c
,,,,,,,,,Kepler-257 d
,,,,,,,,,Kepler-258 b
,,,,,,,,,Kepler-258 c
,,,,,,,,,Kepler-259 b
,,,,,,,,,Kepler-259 c
,,,,,,,,,Kepler-25 b
,,,,,,,,,Kepler-25 c
,,,,,,,,,Kepler-25 d
,,,,,,,,,Kepler-260 b
,,,,,,,,,Kepler-260 c
,,,,,,,,,Kepler-261 b
,,,,,,,,,Kepler-261 c
,,,,,,,,,Kepler-262 b
,,,,,,,,,Kepler-262 c
,,,,,,,,,Kepler-263 b
,,,,,,,,,Kepler-263 c
,,,,,,,,,Kepler-264 b
,,,,,,,,,Kepler-264 c
,,,,,,,,,Kepler-265 b
,,,,,,,,,Kepler-265 c
,,,,,,,,,Kepler-265 d
,,,,,,,,,Kepler-265 e
,,,,,,,,,Kepler-266 b
,,,,,,,,,Kepler-266 c
,,,,,,,,,Kepler-267 b
,,,,,,,,,Kepler-267 c
,,,,,,,,,Kepler-267 d
,,,,,,,,,Kepler-268 b
,,,,,,,,,Kepler-268 c
,,,,,,,,,Kepler-269 b
,,,,,,,,,Kepler-269 c
,,,,,,,,,Kepler-26 b
,,,,,,,,,Kepler-26 c
,,,,,,,,,Kepler-26 d
,,,,,,,,,Kepler-26 e
,,,,,,,,,Kepler-270 b
,,,,,,,,,Kepler-270 c
,,,,,,,,,Kepler-271 b
,,,,,,,,,Kepler-271 c
,,,,,,,,,Kepler-271 d
,,,,,,,,,Kepler-272 b
,,,,,,,,,Kepler-272 c
,,,,,,,,,Kepler-272 d
,,,,,,,,,Kepler-273 b
,,,,,,,,,Kepler-273 c
,,,,,,,,,Kepler-274 b
,,,,,,,,,Kepler-274 c
,,,,,,,,,Kepler-275 b
,,,,,,,,,Kepler-275 c
,,,,,,,,,Kepler-275 d
,,,,,,,,,Kepler-276 b
,,,,,,,,,Kepler-276 c
,,,,,,,,,Kepler-276 d
,,,,,,,,,Kepler-277 b
,,,,,,,,,Kepler-277 c
,,,,,,,,,Kepler-278 b
,,,,,,,,,Kepler-278 c
,,,,,,,,,Kepler-279 b
,,,,,,,,,Kepler-279 c
,,,,,,,,,Kepler-279 d
,,,,,,,,,Kepler-27 b
,,,,,,,,,Kepler-27 c
,,,,,,,,,Kepler-280 b
,,,,,,,,,Kepler-280 c
,,,,,,,,,Kepler-281 b
,,,,,,,,,Kepler-281 c
,,,,,,,,,Kepler-282 b
,,,,,,,,,Kepler-282 c
,,,,,,,,,Kepler-282 d
,,,,,,,,,Kepler-282 e
,,,,,,,,,Kepler-283 b
,,,,,,,,,Kepler-283 c
,,,,,,,,,Kepler-284 b
,,,,,,,,,Kepler-284 c
,,,,,,,,,Kepler-285 b
,,,,,,,,,Kepler-285 c
,,,,,,,,,Kepler-286 b
,,,,,,,,,Kepler-286 c
,,,,,,,,,Kepler-286 d
,,,,,,,,,Kepler-286 e
,,,,,,,,,Kepler-287 b
,,,,,,,,,Kepler-287 c
,,,,,,,,,Kepler-288 b
,,,,,,,,,Kepler-288 c
,,,,,,,,,Kepler-288 d
,,,,,,,,,Kepler-289 b
,,,,,,,,,Kepler-289 c
,,,,,,,,,Kepler-289 d
,,,,,,,,,Kepler-28 b
,,,,,,,,,Kepler-28 c
,,,,,,,,,Kepler-290 b
,,,,,,,,,Kepler-290 c
,,,,,,,,,Kepler-291 b
,,,,,,,,,Kepler-291 c
,,,,,,,,,Kepler-292 b
,,,,,,,,,Kepler-292 c
,,,,,,,,,Kepler-292 d
,,,,,,,,,Kepler-292 e
,,,,,,,,,Kepler-292 f
,,,,,,,,,Kepler-293 b
,,,,,,,,,Kepler-293 c
,,,,,,,,,Kepler-294 b
,,,,,,,,,Kepler-294 c
,,,,,,,,,Kepler-295 b
,,,,,,,,,Kepler-295 c
,,,,,,,,,Kepler-295 d
,,,,,,,,,Kepler-296 b
,,,,,,,,,Kepler-296 c
,,,,,,,,,Kepler-296 d
,,,,,,,,,Kepler-296 e
,,,,,,,,,Kepler-296 f
,,,,,,,,,Kepler-297 b
,,,,,,,,,Kepler-297 c
,,,,,,,,,Kepler-298 b
,,,,,,,,,Kepler-298 c
,,,,,,,,,Kepler-298 d
,,,,,,,,,Kepler-299 b
,,,,,,,,,Kepler-299 c
,,,,,,,,,Kepler-299 d
,,,,,,,,,Kepler-299 e
,,,,,,,,,Kepler-29 b
,,,,,,,,,Kepler-29 c
,,,,,,,,,Kepler-300 b
,,,,,,,,,Kepler-300 c
,,,,,,,,,Kepler-301 b
,,,,,,,,,Kepler-301 c
,,,,,,,,,Kepler-301 d
,,,,,,,,,Kepler-302 b
,,,,,,,,,Kepler-302 c
,,,,,,,,,Kepler-303 b
,,,,,,,,,Kepler-303 c
,,,,,,,,,Kepler-304 b
,,,,,,,,,Kepler-304 c
,,,,,,,,,Kepler-304 d
,,,,,,,,,Kepler-304 e
,,,,,,,,,Kepler-305 b
,,,,,,,,,Kepler-305 c
,,,,,,,,,Kepler-305 d
,,,,,,,,,Kepler-305 e
,,,,,,,,,Kepler-306 b
,,,,,,,,,Kepler-306 c
,,,,,,,,,Kepler-306 d
,,,,,,,,,Kepler-306 e
,,,,,,,,,Kepler-307 b
,,,,,,,,,Kepler-307 c
,,,,,,,,,Kepler-308 b
,,,,,,,,,Kepler-308 c
,,,,,,,,,Kepler-309 b
,,,,,,,,,Kepler-309 c
,,,,,,,,,Kepler-30 b
,,,,,,,,,Kepler-30 c
,,,,,,,,,Kepler-30 d
,,,,,,,,,Kepler-310 b
,,,,,,,,,Kepler-310 c
,,,,,,,,,Kepler-310 d
,,,,,,,,,Kepler-311 b
,,,,,,,,,Kepler-311 c
,,,,,,,,,Kepler-312 b
,,,,,,,,,Kepler-312 c
,,,,,,,,,Kepler-313 b
,,,,,,,,,Kepler-313 c
,,,,,,,,,Kepler-314 b
,,,,,,,,,Kepler-314 c
,,,,,,,,,Kepler-315 b
,,,,,,,,,Kepler-315 c
,,,,,,,,,Kepler-316 b
,,,,,,,,,Kepler-316 c
,,,,,,,,,Kepler-317 b
,,,,,,,,,Kepler-317 c
,,,,,,,,,Kepler-318 b
,,,,,,,,,Kepler-318 c
,,,,,,,,,Kepler-319 b
,,,,,,,,,Kepler-319 c
,,,,,,,,,Kepler-319 d
,,,,,,,,,Kepler-31 b
,,,,,,,,,Kepler-31 c
,,,,,,,,,Kepler-31 d
,,,,,,,,,Kepler-320 b
,,,,,,,,,Kepler-320 c
,,,,,,,,,Kepler-321 b
,,,,,,,,,Kepler-321 c
,,,,,,,,,Kepler-322 b
,,,,,,,,,Kepler-322 c
,,,,,,,,,Kepler-323 b
,,,,,,,,,Kepler-323 c
,,,,,,,,,Kepler-324 b
,,,,,,,,,Kepler-324 c
,,,,,,,,,Kepler-325 b
,,,,,,,,,Kepler-325 c
,,,,,,,,,Kepler-325 d
,,,,,,,,,Kepler-326 b
,,,,,,,,,Kepler-326 c
,,,,,,,,,Kepler-326 d
,,,,,,,,,Kepler-327 b
,,,,,,,,,Kepler-327 c
,,,,,,,,,Kepler-327 d
,,,,,,,,,Kepler-328 b
,,,,,,,,,Kepler-328 c
,,,,,,,,,Kepler-329 b
,,,,,,,,,Kepler-329 c
,,,,,,,,,Kepler-32 b
,,,,,,,,,Kepler-32 c
,,,,,,,,,Kepler-32 d
,,,,,,,,,Kepler-32 e
,,,,,,,,,Kepler-32 f
,,,,,,,,,Kepler-330 b
,,,,,,,,,Kepler-330 c
,,,,,,,,,Kepler-331 b
,,,,,,,,,Kepler-331 c
,,,,,,,,,Kepler-331 d
,,,,,,,,,Kepler-332 b
,,,,,,,,,Kepler-332 c
,,,,,,,,,Kepler-332 d
,,,,,,,,,Kepler-333 b
,,,,,,,,,Kepler-333 c
,,,,,,,,,Kepler-334 b
,,,,,,,,,Kepler-334 c
,,,,,,,,,Kepler-334 d
,,,,,,,,,Kepler-335 b
,,,,,,,,,Kepler-335 c
,,,,,,,,,Kepler-336 b
,,,,,,,,,Kepler-336 c
,,,,,,,,,Kepler-336 d
,,,,,,,,,Kepler-337 b
,,,,,,,,,Kepler-337 c
,,,,,,,,,Kepler-338 b
,,,,,,,,,Kepler-338 c
,,,,,,,,,Kepler-338 d
,,,,,,,,,Kepler-338 e
,,,,,,,,,Kepler-339 b
,,,,,,,,,Kepler-339 c
,,,,,,,,,Kepler-339 d
,,,,,,,,,Kepler-33 b
,,,,,,,,,Kepler-33 c
,,,,,,,,,Kepler-33 d
,,,,,,,,,Kepler-33 e
,,,,,,,,,Kepler-33 f
,,,,,,,,,Kepler-340 b
,,,,,,,,,Kepler-340 c
,,,,,,,,,Kepler-341 b
,,,,,,,,,Kepler-341 c
,,,,,,,,,Kepler-341 d
,,,,,,,,,Kepler-341 e
,,,,,,,,,Kepler-342 b
,,,,,,,,,Kepler-342 c
,,,,,,,,,Kepler-342 d
,,,,,,,,,Kepler-342 e
,,,,,,,,,Kepler-343 b
,,,,,,,,,Kepler-343 c
,,,,,,,,,Kepler-344 b
,,,,,,,,,Kepler-344 c
,,,,,,,,,Kepler-345 b
,,,,,,,,,Kepler-345 c
,,,,,,,,,Kepler-346 b
,,,,,,,,,Kepler-346 c
,,,,,,,,,Kepler-347 b
,,,,,,,,,Kepler-347 c
,,,,,,,,,Kepler-348 b
,,,,,,,,,Kepler-348 c
,,,,,,,,,Kepler-349 b
,,,,,,,,,Kepler-349 c
,,,,,,,,,Kepler-34 b
,,,,,,,,,Kepler-350 b
,,,,,,,,,Kepler-350 c
,,,,,,,,,Kepler-350 d
,,,,,,,,,Kepler-351 b
,,,,,,,,,Kepler-351 c
,,,,,,,,,Kepler-351 d
,,,,,,,,,Kepler-352 b
,,,,,,,,,Kepler-352 c
,,,,,,,,,Kepler-353 b
,,,,,,,,,Kepler-353 c
,,,,,,,,,Kepler-354 b
,,,,,,,,,Kepler-354 c
,,,,,,,,,Kepler-354 d
,,,,,,,,,Kepler-355 b
,,,,,,,,,Kepler-355 c
,,,,,,,,,Kepler-356 b
,,,,,,,,,Kepler-356 c
,,,,,,,,,Kepler-357 b
,,,,,,,,,Kepler-357 c
,,,,,,,,,Kepler-357 d
,,,,,,,,,Kepler-358 b
,,,,,,,,,Kepler-358 c
,,,,,,,,,Kepler-359 b
,,,,,,,,,Kepler-359 c
,,,,,,,,,Kepler-359 d
,,,,,,,,,Kepler-35 b
,,,,,,,,,Kepler-360 b
,,,,,,,,,Kepler-360 c
,,,,,,,,,Kepler-361 b
,,,,,,,,,Kepler-361 c
,,,,,,,,,Kepler-362 b
,,,,,,,,,Kepler-362 c
,,,,,,,,,Kepler-363 b
,,,,,,,,,Kepler-363 c
,,,,,,,,,Kepler-363 d
